Product,Unit,Product ID,Profit,Benefits,Sales,Amount,Revenue,Total Transaction,Discount,Cost,Weekly Sales,Weekly Profit,Monthly Sales,Monthly Profit,Yearly Sales,Yearly Profit,Year,State,Country,City,Region,Segment,Sub-Category,Category,Shipping Date,Shipping Time,Order,Order ID,Order Date,E-Commerce Platform,Online Payment Gateway,Online & Offline Purchase,Purchase Price,Brand Name,Sold
egg,100 gram,38661a87,35.62,Essential household item,257.72,824.72,860.34,27,0.08,222.18,2370.49,334.94,9481.96,1339.76,113783.52,16077.12,2022,Tamil Nadu,India,Delhi,East,Home Office,Spices,Fruits,2022-12-23,1 days,2117,6fb1d356,2022-12-22,Flipkart,Razorpay,Offline,230.58,Brand A,57
cooking oil,500 ml,602f28de,71.53,Essential household item,437.34,481.69,553.22,2,0.06,365.87,2883.72,425.35,11534.88,1701.4,138418.56,20416.8,2022,Karnataka,India,Delhi,North,Consumer,Spices,Dairy,2022-02-24,3 days,1483,c5ae2d73,2022-02-19,JioMart,Google Pay,Offline,370.32,Brand D,38
chilli powder,50 gram,7a4e3f65,11.12,Essential household item,95.22,129.48,140.6,19,0.11,84.21,862.79,105.32,3451.16,421.28,41413.92,5055.36,2023,Maharashtra,India,Delhi,West,Consumer,Condiments,Vegetables,2023-06-21,2 days,1864,0ed80610,2023-06-15,JioMart,Razorpay,Online,88.08,Brand D,42
egg,100 gram,ed9a6dcd,4.17,Essential household item,65.55,89.09,93.26,56,0.15,61.53,602.14,26.55,2408.56,106.2,28902.72,1274.4,2024,Tamil Nadu,India,Delhi,West,Consumer,Spices,Fruits,2024-03-07,3 days,5038,3b2b9376,2024-03-06,BigBasket,PhonePe,Online,63.87,Brand B,75
milk powder,500 ml,05fac52e,17.1,Essential household item,236.2,619.63,636.73,27,0.07,219.17,2192.16,85.98,8768.64,343.92,105223.68,4127.04,2022,Telangana,India,Mumbai,South,Corporate,Staples,Dairy,2022-03-24,4 days,7688,bea6a73f,2022-03-18,Flipkart,PhonePe,Online,214.4,Brand C,92
clove,500 ml,ce179977,34.16,Essential household item,257.45,764.94,799.1,27,0.1,223.39,1523.54,272.99,6094.16,1091.96,73129.92,13103.52,2022,Delhi,India,Hyderabad,North,Consumer,Bakery,Dairy,2022-06-29,3 days,7002,b1845c9c,2022-06-22,Amazon,Google Pay,Offline,228.96,Brand D,73
egg,1 kg,b34b1480,48.82,Essential household item,518.44,1326.92,1375.74,4,0.12,469.74,3874.37,259.63,15497.48,1038.52,185969.76,12462.24,2021,West Bengal,India,Kolkata,North,Corporate,Bakery,Dairy,2021-04-18,5 days,1382,237dee7d,2021-04-12,Amazon,Google Pay,Offline,467.18,Brand A,4
clove,100 gram,b4b5a1f2,47.51,Essential household item,335.82,1119.83,1167.34,77,0.06,288.37,2315.59,462.55,9262.36,1850.2,111148.32,22202.4,2023,Telangana,India,Mumbai,North,Home Office,Staples,Dairy,2023-11-02,2 days,5526,802c7a67,2023-10-28,Flipkart,Paytm,Online,298.09,Brand A,50
milk powder,100 gram,33c2e12f,12.76,Essential household item,78.33,129.79,142.55,68,0.02,65.59,735.05,64.27,2940.2,257.08,35282.4,3084.96,2022,Delhi,India,Bangalore,East,Corporate,Beverages,Grocery,2022-07-26,4 days,8970,3189c8f7,2022-07-22,BigBasket,Razorpay,Offline,64.09,Brand C,81
split grain,10 gram,f755c2db,5.12,Essential household item,63.11,236.43,241.55,27,0.09,58.08,497.72,44.6,1990.88,178.4,23890.56,2140.8,2021,Maharashtra,India,Delhi,East,Corporate,Beverages,Dairy,2021-11-15,4 days,3926,1b21f1ee,2021-11-13,BigBasket,Paytm,Online,57.94,Brand B,34
bread,50 gram,624d3b6d,35.97,Essential household item,316.24,316.5,352.47,37,0.1,280.37,3056.94,329.49,12227.76,1317.96,146733.12,15815.52,2021,Karnataka,India,Mumbai,South,Corporate,Spices,Dairy,2021-02-10,2 days,6675,b9d9f482,2021-02-09,Flipkart,Razorpay,Offline,286.04,Brand D,86
cooking oil,100 gram,b853bcca,1.67,Essential household item,26.74,87.14,88.81,54,0.12,25.19,146.67,10.09,586.68,40.36,7040.16,484.32,2020,West Bengal,India,Mumbai,West,Home Office,Bakery,Fruits,2020-04-17,4 days,2712,b5937b7e,2020-04-14,Flipkart,PhonePe,Offline,23.98,Brand D,4
cooking oil,1 kg,21b5b532,16.0,Essential household item,137.52,338.11,354.11,46,0.03,121.55,843.99,124.86,3375.96,499.44,40511.52,5993.28,2020,West Bengal,India,Chennai,North,Consumer,Bakery,Dairy,2020-08-17,4 days,6769,03e3179f,2020-08-14,Amazon,Razorpay,Offline,126.41,Brand A,75
chilli powder,1 kg,0a8f7bfe,93.0,Essential household item,581.67,1803.36,1896.36,77,0.09,488.76,4499.86,555.31,17999.44,2221.24,215993.28,26654.88,2021,Telangana,India,Delhi,East,Consumer,Spices,Fruits,2021-03-01,5 days,2067,4ffb54e7,2021-02-25,JioMart,Paytm,Online,472.12,Brand D,96
cinnamon,10 gram,5010feb4,9.8,Essential household item,102.94,271.44,281.24,56,0.04,93.18,902.18,75.52,3608.72,302.08,43304.64,3624.96,2022,Maharashtra,India,Chennai,South,Corporate,Staples,Vegetables,2022-01-31,3 days,1808,fe2af285,2022-01-27,Amazon,PhonePe,Online,95.04,Brand B,79
cumin powder,50 gram,ac3303ac,79.91,Essential household item,530.67,2430.2,2510.11,6,0.07,450.83,3336.59,451.57,13346.36,1806.28,160156.32,21675.36,2021,Delhi,India,Bangalore,South,Home Office,Bakery,Vegetables,2021-12-25,3 days,1038,bf824674,2021-12-18,Flipkart,Razorpay,Offline,430.99,Brand B,4
tea,1 kg,f92fe0df,11.59,Essential household item,236.65,1041.07,1052.66,20,0.07,225.13,1560.15,60.26,6240.6,241.04,74887.2,2892.48,2021,Maharashtra,India,Hyderabad,West,Consumer,Spices,Dairy,2021-02-04,5 days,7313,d11618ae,2021-01-31,JioMart,Razorpay,Online,218.49,Brand C,100
bread,500 ml,3eb864f2,28.14,Essential household item,455.33,2122.55,2150.69,85,0.02,427.21,4048.11,259.08,16192.44,1036.32,194309.28,12435.84,2023,Maharashtra,India,Kolkata,East,Consumer,Bakery,Dairy,2023-12-29,4 days,8615,2ce90a15,2023-12-23,BigBasket,Razorpay,Offline,430.04,Brand D,23
cornflour,500 ml,c267937f,58.95,Essential household item,366.39,1307.03,1365.98,58,0.14,307.58,2590.26,391.18,10361.04,1564.72,124332.48,18776.64,2021,Maharashtra,India,Hyderabad,East,Consumer,Condiments,Grocery,2021-02-06,2 days,5855,b67d6d60,2021-01-30,Amazon,Google Pay,Online,305.15,Brand B,79
milk powder,500 ml,03531fda,5.72,Essential household item,46.19,71.11,76.83,36,0.06,40.53,247.87,46.7,991.48,186.8,11897.76,2241.6,2021,Telangana,India,Bangalore,South,Consumer,Condiments,Vegetables,2021-07-01,4 days,7349,60c72f21,2021-06-27,Amazon,PhonePe,Offline,39.96,Brand D,63
white pepper,100 gram,ebaab11a,54.96,Essential household item,545.17,1480.69,1535.65,86,0.05,490.26,4945.49,456.3,19781.96,1825.2,237383.52,21902.4,2021,Maharashtra,India,Bangalore,North,Consumer,Spices,Grocery,2021-03-19,5 days,6685,b223939c,2021-03-14,Amazon,PhonePe,Online,473.75,Brand A,28
tea,500 ml,b0340991,12.93,Essential household item,212.78,703.38,716.31,23,0.03,199.88,2019.67,69.84,8078.68,279.36,96944.16,3352.32,2022,Telangana,India,Mumbai,North,Corporate,Bakery,Grocery,2022-07-27,5 days,9933,c8ad2043,2022-07-23,Amazon,Google Pay,Online,197.62,Brand D,79
cardamom,50 gram,b4b4b92f,2.54,Essential household item,19.44,63.92,66.46,44,0.07,16.97,167.55,24.85,670.2,99.4,8042.4,1192.8,2022,Delhi,India,Bangalore,North,Consumer,Spices,Grocery,2022-08-26,2 days,2216,8f714e64,2022-08-19,Amazon,Google Pay,Offline,16.73,Brand B,88
cumin powder,10 gram,b8124aae,16.99,Essential household item,248.63,1069.94,1086.93,28,0.04,231.68,1813.42,114.11,7253.68,456.44,87044.16,5477.28,2021,Tamil Nadu,India,Delhi,South,Consumer,Spices,Fruits,2021-04-06,5 days,6930,4e9bce81,2021-04-04,Amazon,PhonePe,Online,223.8,Brand A,77
sugar,100 gram,acb6d463,6.76,Essential household item,103.25,157.29,164.05,42,0.06,96.55,836.31,57.13,3345.24,228.52,40142.88,2742.24,2022,Delhi,India,Delhi,East,Home Office,Staples,Dairy,2022-04-24,4 days,5790,ca40919a,2022-04-20,JioMart,Google Pay,Offline,99.48,Brand B,21
rice,10 gram,ba068de5,19.08,Essential household item,187.66,913.36,932.44,87,0.02,168.6,1601.54,174.62,6406.16,698.48,76873.92,8381.76,2024,Karnataka,India,Hyderabad,North,Consumer,Spices,Grocery,2025-01-04,4 days,3964,8db9979a,2024-12-29,JioMart,Razorpay,Online,168.34,Brand D,84
pasta,1 kg,e629723a,65.14,Essential household item,515.95,1715.62,1780.76,22,0.01,450.82,3743.07,600.62,14972.28,2402.48,179667.36,28829.76,2022,West Bengal,India,Mumbai,North,Corporate,Spices,Fruits,2022-09-05,3 days,8204,7b9e6cc6,2022-08-30,JioMart,Paytm,Offline,444.78,Brand D,35
salt,100 gram,ac731f00,31.93,Essential household item,373.29,998.15,1030.08,3,0.12,341.48,2873.36,240.98,11493.44,963.92,137921.28,11567.04,2024,Tamil Nadu,India,Kolkata,North,Consumer,Bakery,Dairy,2024-12-30,4 days,8143,9da86c2d,2024-12-27,JioMart,Google Pay,Offline,335.8,Brand C,40
mustard seed,10 gram,a2f1d5ab,44.13,Essential household item,483.39,1577.75,1621.88,49,0.08,439.34,4298.65,393.51,17194.6,1574.04,206335.2,18888.48,2020,Maharashtra,India,Chennai,North,Corporate,Staples,Vegetables,2020-03-06,1 days,4314,1090eae4,2020-03-04,Flipkart,PhonePe,Offline,421.02,Brand D,97
milk powder,1 kg,03b5b547,35.79,Essential household item,364.58,371.63,407.42,58,0.03,328.82,3613.14,224.65,14452.56,898.6,173430.72,10783.2,2022,Telangana,India,Hyderabad,South,Home Office,Staples,Dairy,2022-06-11,4 days,6968,b7f83613,2022-06-05,JioMart,Google Pay,Online,318.28,Brand C,96
clove,1 kg,efd66bfb,40.93,Essential household item,496.37,2389.96,2430.89,60,0.11,455.55,3266.1,398.89,13064.4,1595.56,156772.8,19146.72,2024,Tamil Nadu,India,Bangalore,North,Home Office,Staples,Vegetables,2024-01-10,5 days,2707,f44d0286,2024-01-05,Flipkart,Razorpay,Offline,442.62,Brand D,29
cooking oil,50 gram,a3d7b1d4,29.28,Essential household item,257.85,728.37,757.65,40,0.14,228.71,2310.06,277.43,9240.24,1109.72,110882.88,13316.64,2023,Tamil Nadu,India,Delhi,West,Home Office,Beverages,Fruits,2023-10-24,4 days,6805,272d53db,2023-10-21,Flipkart,Google Pay,Online,236.37,Brand A,61
rice,100 gram,33a41c02,18.02,Essential household item,359.29,1787.38,1805.4,91,0.1,341.37,1803.94,164.35,7215.76,657.4,86589.12,7888.8,2024,West Bengal,India,Bangalore,West,Home Office,Condiments,Dairy,2024-03-16,2 days,4722,e670b9ba,2024-03-14,JioMart,Google Pay,Offline,341.83,Brand A,52
pasta,1 kg,f0dea884,14.47,Essential household item,120.84,532.45,546.92,66,0.03,106.4,1120.29,137.37,4481.16,549.48,53773.92,6593.76,2020,Maharashtra,India,Mumbai,South,Consumer,Bakery,Grocery,2020-06-03,4 days,9443,4fdd65b0,2020-05-29,JioMart,Paytm,Online,103.63,Brand D,47
cornflour,10 gram,86794f2c,24.79,Essential household item,167.65,516.39,541.18,71,0.1,142.96,1124.29,221.51,4497.16,886.04,53965.92,10632.48,2021,Karnataka,India,Chennai,North,Corporate,Spices,Vegetables,2021-04-14,4 days,5020,a8faebc4,2021-04-12,BigBasket,PhonePe,Offline,149.91,Brand C,89
wheat flour,100 gram,511e0a28,11.27,Essential household item,77.38,338.85,350.12,99,0.08,66.19,408.31,77.94,1633.24,311.76,19598.88,3741.12,2021,Tamil Nadu,India,Mumbai,West,Corporate,Beverages,Vegetables,2021-02-18,2 days,8151,72acc17b,2021-02-13,BigBasket,Google Pay,Offline,68.36,Brand A,17
cinnamon,10 gram,e90f80c8,15.27,Essential household item,272.91,535.03,550.3,15,0.07,257.71,1493.49,111.43,5973.96,445.72,71687.52,5348.64,2021,Tamil Nadu,India,Bangalore,West,Corporate,Beverages,Vegetables,2021-01-14,1 days,4391,5af926fa,2021-01-12,Amazon,Google Pay,Offline,252.51,Brand B,17
sugar,100 gram,6cac666b,59.6,Essential household item,454.09,1280.54,1340.14,12,0.01,394.5,4297.84,429.46,17191.36,1717.84,206296.32,20614.08,2024,Maharashtra,India,Chennai,East,Corporate,Condiments,Fruits,2024-08-26,1 days,3189,3f3653a7,2024-08-25,BigBasket,Google Pay,Offline,413.7,Brand A,60
cumin powder,10 gram,352df934,58.78,Essential household item,543.43,1047.68,1106.46,88,0.01,484.66,4470.89,397.31,17883.56,1589.24,214602.72,19070.88,2023,Maharashtra,India,Mumbai,South,Home Office,Staples,Vegetables,2023-08-03,4 days,4075,d21f99b7,2023-08-02,JioMart,PhonePe,Offline,486.83,Brand D,14
butter,50 gram,d83578b5,38.49,Essential household item,264.66,984.89,1023.38,73,0.14,226.31,2371.19,199.33,9484.76,797.32,113817.12,9567.84,2021,West Bengal,India,Delhi,South,Corporate,Spices,Dairy,2021-03-09,4 days,6930,bee266fd,2021-03-02,Flipkart,Google Pay,Online,217.65,Brand D,31
egg,100 gram,e71a3a00,59.27,Essential household item,538.98,2241.3,2300.57,1,0.12,479.83,4116.72,520.6,16466.88,2082.4,197602.56,24988.8,2024,Telangana,India,Hyderabad,West,Consumer,Beverages,Vegetables,2024-11-02,2 days,8883,d3d9fb02,2024-10-31,BigBasket,PhonePe,Offline,472.52,Brand C,47
pasta,50 gram,d888be2b,63.31,Essential household item,421.14,1321.39,1384.7,9,0.03,357.86,2896.78,363.61,11587.12,1454.44,139045.44,17453.28,2021,Tamil Nadu,India,Kolkata,West,Consumer,Beverages,Vegetables,2021-07-08,5 days,1034,cddc2310,2021-07-06,BigBasket,Google Pay,Offline,373.18,Brand A,85
butter,10 gram,c77f639a,81.59,Essential household item,544.36,2705.88,2787.47,77,0.15,462.92,3967.36,605.69,15869.44,2422.76,190433.28,29073.12,2024,West Bengal,India,Mumbai,North,Home Office,Bakery,Grocery,2024-02-19,1 days,8484,84dbb7e0,2024-02-12,JioMart,Paytm,Offline,466.91,Brand C,39
cornflour,100 gram,322fbeb2,82.73,Essential household item,517.51,2144.48,2227.21,78,0.09,434.87,4514.28,534.57,18057.12,2138.28,216685.44,25659.36,2021,Maharashtra,India,Delhi,East,Consumer,Condiments,Vegetables,2021-08-07,3 days,3321,4130029d,2021-08-06,BigBasket,Google Pay,Online,416.12,Brand B,1
egg,500 ml,5c1acc8b,29.96,Essential household item,379.69,641.95,671.91,4,0.09,349.82,3008.61,279.09,12034.44,1116.36,144413.28,13396.32,2021,Karnataka,India,Delhi,East,Consumer,Staples,Grocery,2021-08-26,3 days,7659,b7e54c13,2021-08-21,JioMart,PhonePe,Online,334.02,Brand A,77
coffee,1 kg,af113573,19.17,Essential household item,240.4,817.33,836.5,12,0.07,221.3,2118.4,109.3,8473.6,437.2,101683.2,5246.4,2023,Karnataka,India,Mumbai,West,Home Office,Condiments,Vegetables,2023-06-04,3 days,3002,9ba13134,2023-06-03,Amazon,Paytm,Online,211.58,Brand C,84
cornflour,1 kg,1547e94c,6.53,Essential household item,114.26,497.13,503.66,34,0.11,107.84,590.5,49.08,2362.0,196.32,28344.0,2355.84,2024,Tamil Nadu,India,Hyderabad,East,Consumer,Spices,Fruits,2024-09-14,5 days,4775,4f533641,2024-09-12,Flipkart,Razorpay,Online,104.19,Brand A,20
rice,10 gram,2c96b2cd,64.92,Essential household item,416.03,1946.17,2011.09,63,0.09,351.2,2265.7,416.01,9062.8,1664.04,108753.6,19968.48,2023,West Bengal,India,Delhi,West,Consumer,Spices,Dairy,2023-06-17,3 days,1921,73784a73,2023-06-11,Flipkart,Google Pay,Offline,342.61,Brand D,53
turmeric powder,50 gram,d438b90d,20.11,Essential household item,185.98,915.15,935.26,43,0.1,165.97,1469.27,140.56,5877.08,562.24,70524.96,6746.88,2020,Karnataka,India,Delhi,East,Home Office,Bakery,Dairy,2020-09-03,5 days,3144,c445e94d,2020-08-27,Flipkart,Razorpay,Online,160.5,Brand A,43
cinnamon,500 ml,3cc52da2,8.87,Essential household item,106.66,435.61,444.48,94,0.09,97.88,680.2,76.54,2720.8,306.16,32649.6,3673.92,2020,Telangana,India,Kolkata,North,Home Office,Beverages,Dairy,2020-08-03,4 days,3170,4292171b,2020-08-01,Amazon,Razorpay,Online,99.24,Brand A,48
cornflour,100 gram,e1b0fdbb,18.73,Essential household item,155.39,532.22,550.95,10,0.02,136.68,1374.73,152.66,5498.92,610.64,65987.04,7327.68,2024,Karnataka,India,Mumbai,West,Home Office,Spices,Grocery,2024-11-05,2 days,3043,b70a3331,2024-10-30,BigBasket,Razorpay,Online,137.57,Brand B,28
black pepper,10 gram,ca3a082a,28.87,Essential household item,205.85,580.37,609.24,68,0.15,177.13,1389.3,161.22,5557.2,644.88,66686.4,7738.56,2023,Telangana,India,Mumbai,East,Home Office,Condiments,Dairy,2023-12-29,5 days,6025,3f11ac1f,2023-12-28,JioMart,PhonePe,Offline,181.94,Brand D,60
sugar,100 gram,4e3165bf,1.56,Essential household item,15.22,46.27,47.83,29,0.08,13.74,81.57,9.87,326.28,39.48,3915.36,473.76,2022,Maharashtra,India,Chennai,South,Consumer,Beverages,Grocery,2022-07-28,5 days,1000,45203065,2022-07-21,Flipkart,PhonePe,Offline,13.36,Brand A,65
cornflour,100 gram,bb0c7794,20.47,Essential household item,399.04,1605.76,1626.23,51,0.11,378.68,3097.22,159.17,12388.88,636.68,148666.56,7640.16,2024,Telangana,India,Hyderabad,North,Home Office,Beverages,Grocery,2024-11-30,3 days,7351,11848465,2024-11-28,Flipkart,Paytm,Online,382.75,Brand B,16
pasta,1 kg,97000470,33.3,Essential household item,252.41,797.68,830.98,54,0.06,219.17,2129.28,202.58,8517.12,810.32,102205.44,9723.84,2021,West Bengal,India,Delhi,East,Home Office,Staples,Grocery,2021-12-19,3 days,4501,3bb46d75,2021-12-18,JioMart,Paytm,Offline,228.48,Brand B,88
tea,50 gram,45c6cbc4,15.8,Essential household item,143.13,167.77,183.57,6,0.08,127.41,971.66,141.14,3886.64,564.56,46639.68,6774.72,2021,Maharashtra,India,Hyderabad,South,Home Office,Condiments,Vegetables,2021-12-05,4 days,4099,1d77fb29,2021-12-02,Amazon,Paytm,Online,127.8,Brand B,61
black pepper,100 gram,131f106d,53.7,Essential household item,480.18,1757.38,1811.08,39,0.09,426.57,4106.06,413.37,16424.24,1653.48,197090.88,19841.76,2020,Karnataka,India,Chennai,South,Home Office,Staples,Fruits,2020-08-11,4 days,2221,b91513b7,2020-08-04,BigBasket,Razorpay,Offline,437.23,Brand D,22
cumin powder,1 kg,60d5c598,48.86,Essential household item,492.45,1809.87,1858.73,49,0.12,443.71,2990.9,451.62,11963.6,1806.48,143563.2,21677.76,2022,Karnataka,India,Mumbai,East,Home Office,Staples,Fruits,2022-08-19,5 days,2163,ea3f1951,2022-08-14,JioMart,Google Pay,Offline,422.79,Brand D,4
coffee,500 ml,8d7645f2,34.6,Essential household item,309.38,917.52,952.12,74,0.11,274.89,2095.89,217.08,8383.56,868.32,100602.72,10419.84,2023,West Bengal,India,Kolkata,East,Corporate,Spices,Fruits,2023-12-18,4 days,6163,9400b251,2023-12-13,BigBasket,Razorpay,Offline,274.48,Brand C,80
turmeric powder,10 gram,6ce4f761,24.79,Essential household item,294.96,1033.89,1058.68,41,0.07,270.24,2716.84,228.91,10867.36,915.64,130408.32,10987.68,2023,West Bengal,India,Bangalore,South,Corporate,Condiments,Dairy,2023-04-27,2 days,5890,ce55a0a4,2023-04-23,Amazon,Paytm,Online,271.49,Brand A,88
chilli powder,500 ml,4719a4d1,47.75,Essential household item,325.42,1099.61,1147.36,90,0.12,277.79,1751.08,453.61,7004.32,1814.44,84051.84,21773.28,2022,West Bengal,India,Chennai,West,Home Office,Bakery,Vegetables,2022-03-16,4 days,4145,29c7db8c,2022-03-11,BigBasket,Google Pay,Offline,270.51,Brand C,96
black cumin,10 gram,0e2f5d6e,22.46,Essential household item,327.26,1001.0,1023.46,28,0.12,304.92,3122.11,169.81,12488.44,679.24,149861.28,8150.88,2024,West Bengal,India,Bangalore,West,Consumer,Spices,Fruits,2024-03-06,2 days,2544,c215c754,2024-03-01,BigBasket,PhonePe,Online,291.26,Brand C,8
cumin powder,100 gram,938671dc,32.63,Essential household item,436.91,2170.6,2203.23,100,0.09,404.37,3476.76,163.85,13907.04,655.4,166884.48,7864.8,2023,Maharashtra,India,Bangalore,West,Home Office,Bakery,Dairy,2023-03-19,3 days,4253,825aaf74,2023-03-16,BigBasket,Razorpay,Offline,413.88,Brand D,83
cinnamon,100 gram,c06e38f1,39.89,Essential household item,463.22,1911.68,1951.57,49,0.11,423.44,2821.3,266.89,11285.2,1067.56,135422.4,12810.72,2020,Maharashtra,India,Chennai,East,Consumer,Beverages,Dairy,2020-08-16,4 days,5994,cb928e44,2020-08-12,JioMart,Paytm,Offline,430.86,Brand B,46
white pepper,100 gram,066b4517,1.6,Essential household item,26.94,50.57,52.17,41,0.09,25.43,183.78,10.01,735.12,40.04,8821.44,480.48,2020,Telangana,India,Bangalore,South,Consumer,Spices,Dairy,2020-03-01,5 days,1063,af247db4,2020-02-23,JioMart,Razorpay,Online,25.3,Brand A,80
wheat flour,100 gram,9de1dd75,50.95,Essential household item,539.67,1789.57,1840.52,67,0.02,488.74,3815.5,275.84,15262.0,1103.36,183144.0,13240.32,2022,Telangana,India,Chennai,South,Corporate,Spices,Fruits,2022-08-26,4 days,2668,cee5b4f9,2022-08-25,JioMart,PhonePe,Online,512.59,Brand A,14
cinnamon,500 ml,7d61c416,4.03,Essential household item,46.75,228.06,232.09,13,0.13,42.85,416.69,34.5,1666.76,138.0,20001.12,1656.0,2021,Maharashtra,India,Chennai,North,Consumer,Beverages,Fruits,2021-06-18,3 days,7483,1f9f0a14,2021-06-12,Flipkart,Paytm,Online,42.32,Brand C,100
salt,100 gram,3ebb7f48,5.09,Essential household item,66.67,263.4,268.49,51,0.09,61.67,421.09,42.04,1684.36,168.16,20212.32,2017.92,2023,Telangana,India,Bangalore,West,Corporate,Spices,Fruits,2023-03-23,5 days,6352,662af999,2023-03-16,Flipkart,Paytm,Online,62.95,Brand D,66
rice,50 gram,f34345da,32.37,Essential household item,445.57,785.78,818.15,82,0.1,413.3,2492.34,267.44,9969.36,1069.76,119632.32,12837.12,2020,Telangana,India,Delhi,East,Home Office,Staples,Vegetables,2020-02-11,4 days,2571,63de316a,2020-02-07,Amazon,PhonePe,Online,405.08,Brand A,14
milk powder,500 ml,432ed383,24.12,Essential household item,468.85,884.62,908.74,91,0.08,444.81,4249.21,189.16,16996.84,756.64,203962.08,9079.68,2023,Telangana,India,Mumbai,North,Consumer,Spices,Fruits,2023-04-02,1 days,4772,d789b385,2023-03-28,Flipkart,Google Pay,Online,446.39,Brand D,6
rice,1 kg,39e64540,20.57,Essential household item,308.41,862.83,883.4,58,0.14,287.98,1741.54,132.66,6966.16,530.64,83593.92,6367.68,2020,West Bengal,India,Mumbai,East,Home Office,Staples,Fruits,2020-04-20,1 days,6830,31581154,2020-04-17,JioMart,Razorpay,Online,286.0,Brand A,29
egg,500 ml,90abb87d,91.28,Essential household item,569.44,923.11,1014.39,9,0.03,478.19,4019.46,684.82,16077.84,2739.28,192934.08,32871.36,2022,Telangana,India,Mumbai,North,Corporate,Spices,Vegetables,2022-10-11,3 days,7428,b44349b3,2022-10-08,BigBasket,Paytm,Online,493.61,Brand B,20
cornflour,100 gram,8cd81a42,4.07,Essential household item,81.79,340.13,344.2,47,0.09,77.81,603.12,23.14,2412.48,92.56,28949.76,1110.72,2020,Delhi,India,Chennai,East,Corporate,Bakery,Grocery,2020-10-11,5 days,2631,abdbd35e,2020-10-10,JioMart,Google Pay,Online,75.63,Brand C,59
black cumin,500 ml,1eebd569,33.06,Essential household item,229.39,437.18,470.24,68,0.01,196.34,1672.37,240.43,6689.48,961.72,80273.76,11540.64,2020,Telangana,India,Delhi,East,Home Office,Beverages,Fruits,2020-11-30,5 days,5887,a254bd30,2020-11-27,JioMart,Google Pay,Offline,187.71,Brand B,11
clove,500 ml,4545fc42,16.01,Essential household item,217.79,891.33,907.34,34,0.06,201.84,1648.98,112.71,6595.92,450.84,79151.04,5410.08,2021,West Bengal,India,Bangalore,North,Consumer,Bakery,Grocery,2021-02-01,4 days,7386,9d8cbffb,2021-01-31,BigBasket,PhonePe,Offline,202.26,Brand C,52
